"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2010-07-01"," 83.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2010-08-01"," 84.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2010-09-01"," 86.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2010-10-01"," 87.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2010-11-01"," 85.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2010-12-01"," 67.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2011-01-01"," 88.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2011-02-01"," 89.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2011-03-01","114.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2011-04-01"," 96.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2011-05-01","111.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2011-06-01","110.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2011-07-01","111.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2011-08-01","118.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2011-09-01","115.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2011-10-01","108.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2011-11-01","106.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2011-12-01"," 76.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2012-01-01","108.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2012-02-01","118.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2012-03-01","131.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2012-04-01","123.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2012-05-01","144.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2012-06-01","133.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2012-07-01","136.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2012-08-01","153.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2012-09-01","144.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2012-10-01","150.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2012-11-01","142.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2012-12-01"," 99.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2013-01-01","153.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2013-02-01","151.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2013-03-01","160.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2013-04-01","151.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2013-05-01","170.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2013-06-01","154.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2013-07-01","176.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2013-08-01","183.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2013-09-01","185.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2013-10-01","188.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2013-11-01","168.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2013-12-01","130.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2014-01-01","205.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2014-02-01","195.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2014-03-01","204.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2014-04-01","192.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2014-05-01","230.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2014-06-01","211.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2014-07-01","219.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2014-08-01","210.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2014-09-01","231.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2014-10-01","222.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2014-11-01","190.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2014-12-01","159.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2015-01-01","219.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2015-02-01","214.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2015-03-01","227.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2015-04-01","201.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2015-05-01","213.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2015-06-01","215.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2015-07-01","233.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2015-08-01","215.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2015-09-01","226.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2015-10-01","236.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2015-11-01","210.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2015-12-01","168.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2016-01-01","236.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2016-02-01","241.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2016-03-01","251.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2016-04-01","237.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2016-05-01","271.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Construction and engineering","Construction and engineering","2016-06-01","256.6","Index","12-02-21"
